LivingPlace,HouseholdID,HHeadSex,HHeadAge,HouseholdSize,FlowIncome,EducExpenditure,FamilyID
1801770619,1,Female,55,1,8852.4502,0,51062
3101393604,1,Male,55,5,55053.762,0,84057
2800279302,1,Male,55,5,36050.469,0,76518
505851002,1,Male,55,4,155200.41,11612.9,14201
2808090416,1,Female,55,1,25930.65,0,78086
3063166811,1,Male,55,4,119469.51,0,83345
860356922,1,Male,55,4,15376.02,290.32001,24611
2606588604,1,Female,55,1,105137.96,0,73552
204827605,1,Male,55,5,50525.699,0,3717
2700754704,1,Male,55,5,186024.56,0,74612
102143222,1,Female,55,5,99762.469,31935.48,1373
2160730907,1,Male,55,5,105924.36,348.38,59485
1301286210,1,Male,55,4,16591.08,0,36838
1560277303,1,Male,55,8,54573.941,0,43754
919671505,1,Male,55,3,55841.172,0,27396
2860293306,1,Male,55,5,12834.26,2322.5801,78475
2860293314,1,Female,55,3,9659.8604,10074.19,78477
2606588710,1,Male,55,2,15909.83,0,73560
600064802,1,Male,55,3,80480.023,0,15667
2700603701,1,Male,55,3,175573.75,0,74570
2900858201,1,Male,55,10,62434.461,0,79397
1003423809,1,Female,55,6,28086.859,2100,29605
2504103505,1,Male,55,4,91599.898,0,70399
804517706,1,Male,55,3,112426.21,0,22311
3063379602,1,Female,55,2,14450.15,0,83457
920574404,1,Male,55,2,37351.871,0,27478
660024506,1,Male,55,3,69361.82,0,17972
2360129406,1,Male,55,2,11584.3,0,65778
2660346206,1,Male,55,2,24067.061,0,73974
503519904,1,Male,55,1,46893.398,0,13240
560362001,1,Male,55,4,19930.939,0,15418
1661342802,1,Male,55,3,60481.23,0,46858
2202566212,1,Male,55,3,35879.531,0,61346
860487408,1,Male,55,5,32413.551,0,24733
901452006,1,Male,55,2,23046.949,0,25738
400780506,1,Female,55,2,20306.34,2322.5801,10280
3063307601,1,Male,55,5,65943.352,1500,83434
2901495505,1,Female,55,2,12270.8,0,79890
2701857516,1,Male,55,4,13643.53,0,75221
3201683603,1,Male,55,1,13695.55,0,87473
3160128510,1,Male,55,7,59220.27,0,85703
1561893313,1,Female,55,4,19350.619,107.41,44810
2660001407,1,Male,55,4,80365.938,0,73633
2860479313,1,Male,55,3,19778.211,0,78626
2000138704,1,Male,55,4,119821.41,9870,55293
301059015,1,Male,55,6,20805.34,0,8056
2301177301,1,Male,55,2,12905.66,0,64313
1604836210,1,Female,55,2,26046.449,0,46040
2660001917,1,Male,55,8,38805.371,0,73649
2860377517,1,Male,55,2,25647.779,0,78563
804619703,1,Male,55,5,87919.594,7500,22350
1360567021,1,Male,55,2,31788.43,0,38064
1203308602,1,Male,55,3,34450.809,0,34789
601344016,1,Female,55,1,27568.83,0,17197
1604125220,1,Female,55,2,9494.4902,0,45835
2300864202,1,Female,55,3,50164.922,0,64132
960015404,1,Male,55,3,43573.609,0,27822
2660735813,1,Male,55,1,42257.539,0,74317
2701203213,1,Male,55,5,23085.4,0,74847
2806882601,1,Female,55,2,28696.699,0,77757
2503439401,1,Female,55,4,72083.602,0,69998
3008798914,1,Female,55,1,10249.64,0,81934
803118006,1,Male,55,2,30041.15,0,21926
1060046923,1,Female,55,2,19770.461,0,29769
803894304,1,Male,55,1,15994.55,0,22139
2803149404,1,Male,55,2,27415.1,0,77040
1661342804,1,Male,55,3,42638.051,0,46860
3002883304,1,Male,55,3,42199.309,0,81159
1261377612,1,Female,55,4,13599.76,270,36276
860634021,1,Male,55,1,9369.2002,0,25009
2701065611,1,Male,55,3,215163.89,11640,74807
2501223605,1,Female,55,2,33466.699,3885,68956
2501132605,1,Female,55,3,20158.98,0,68916
2460911618,1,Male,55,3,16091.79,0,68257
1361210518,1,Female,55,6,21431.75,580.64001,38497
600636302,1,Male,55,4,58115.621,0,16280
3260540706,1,Male,55,9,96021.43,0,88591
3063536506,1,Female,55,5,211943.33,2467.74,83538
2061364517,1,Female,55,3,67600.547,0,57254
2260460414,1,Female,55,2,17010.67,1467.39,63185
1000071906,1,Female,55,5,42238.77,0,28210
3160426605,1,Male,55,3,7373.1001,0,86132
3202576520,1,Male,55,7,79097.992,7838.7002,87923
1760052609,1,Male,55,3,19868.85,0,49046
2202576522,1,Female,55,3,73016.078,0,61367
203514206,1,Male,55,5,55681.301,3077.4099,3411
1960050809,1,Male,55,6,90270.469,0,53962
905544405,1,Male,55,4,43717.828,0,26129
1407470906,1,Female,55,5,52224.68,0,39646
1801118406,1,Male,55,5,69613.438,1161.29,50377
3200064202,1,Male,55,3,21655.33,0,86540
2360211013,1,Male,55,12,88936.281,0,65948
2760314003,1,Male,55,4,76560.383,1117.73,75833
2901131612,1,Male,55,2,40521.012,0,79649
1906093503,1,Male,55,5,57644,0,52790
3061095619,1,Female,55,1,6471.79,0,82522
3063684809,1,Female,55,3,21371.52,0,83583
260106205,1,Female,55,1,34479.09,0,5379
3102756022,1,Female,55,1,14320.05,0,84581
2503545902,1,Male,55,8,58051.84,0,70053
860257801,1,Male,55,2,53114.02,0,24420
2060987310,1,Male,55,3,15397.51,0,57055
1701971423,1,Female,55,2,4582.04,0,47945
1161045508,1,Male,55,4,50366.281,2903.22,33231
2501239705,1,Male,55,4,50458.969,0,68974
1560435213,1,Male,55,6,114638.98,0,43919
2805562201,1,Female,55,3,63567.871,0,77507
2303151005,1,Male,55,6,23055.381,217.74001,65373
2501810002,1,Male,55,4,47606.102,0,69225
1960096611,1,Male,55,2,28890.01,0,54183
3200650001,1,Male,55,5,79046.609,0,86888
502257501,1,Male,55,2,15309.78,0,12690
502712005,1,Male,55,1,25551.529,0,12923
1460836909,1,Female,55,4,26387.75,2758.0601,41236
2201225603,1,Male,55,2,19058.029,0,60617
2802165703,1,Male,55,1,31851.9,0,76865
3062038012,1,Male,55,3,136664.56,15909.67,82901
1661552611,1,Male,55,2,18892.1,0,47001
2900755202,1,Male,55,4,29586.4,0,79341
703057010,1,Male,55,1,59710.5,0,19508
1161045702,1,Male,55,7,37204.879,0,33235
2901765703,1,Male,55,6,20277.02,1740,80136
2501035906,1,Female,55,4,93558,0,68889
400615805,1,Female,55,3,37962.289,8700,10135
3160429721,1,Female,55,1,7829.5,0,86163
1560016516,1,Male,55,8,36351.262,0,43533
3202611324,1,Male,55,4,58178.09,21704.109,87934
2660139302,1,Male,55,5,118416.7,0,73834
1661519907,1,Female,55,5,43408.602,0,46973
1560016210,1,Male,55,12,94750.031,0,43527
2560175503,1,Male,55,3,163861.13,0,71426
2901044812,1,Male,55,2,24061.711,0,79509
3160415521,1,Male,55,1,6792.9102,0,86109
1960096417,1,Male,55,6,63097.262,1741.92,54173
2804937605,1,Female,55,4,65962.578,2100,77363
501199004,1,Female,55,1,22945.52,0,12227
360162615,1,Female,55,2,35873.512,3300,9356
1501413206,1,Male,55,5,46207.5,0,41600
1301739407,1,Male,55,3,18302.07,87.089996,37116
1561912809,1,Male,55,2,6042.8501,0,44836
2660206308,1,Male,55,6,126180.72,0,73858
3202543312,1,Male,55,2,8772.7695,0,87870
1760117419,1,Male,55,4,18301.609,8419.3496,49284
660005511,1,Male,55,2,34961.48,0,17742
2301327506,1,Female,55,1,18216.15,0,64406
3102010803,1,Male,55,4,62557.34,0,84282
3201471703,1,Male,55,5,48644.84,0,87318
160212320,1,Female,55,3,53217.371,0,2530
917641904,1,Female,55,3,170033.55,0,27193
560086520,1,Male,55,2,28240.16,0,15026
1901269304,1,Male,55,7,35522.199,0,51979
203644301,1,Female,55,2,47380.141,0,3455
2301606204,1,Female,55,2,28211.49,0,64548
2061791323,1,Female,55,6,25477.141,0,57501
2100924303,1,Female,55,7,97214.219,0,57981
860540419,1,Male,55,2,32463.75,0,24827
704065617,1,Male,55,4,10003.26,0,19781
1601183305,1,Male,55,4,101438.13,0,45226
2200990302,1,Male,55,4,45227.602,0,60484
2505058210,1,Female,55,1,11577.79,0,71118
1514449605,1,Male,55,4,33837.031,0,42487
2200843802,1,Male,55,3,35117.648,0,60419
2760775821,1,Male,55,5,40726.211,0,76266
2900684905,1,Male,55,4,31249.65,14.51,79278
2901457301,1,Male,55,5,126142.77,0,79870
2503279803,1,Male,55,2,136962.92,0,69923
703743511,1,Male,55,3,12557.26,0,19695
1960044006,1,Male,55,3,11005.42,464.51001,53916
207154202,1,Female,55,1,31216.039,0,4191
2901781502,1,Male,55,5,52580.102,2032.25,80151
2202837003,1,Female,55,2,14262.19,0,61706
2560175519,1,Male,55,4,29506.961,435.48001,71430
1908207504,1,Male,55,4,39053.09,0,53011
3100851303,1,Male,55,3,153835.08,4354.8301,83861
2800241403,1,Female,55,4,50228.941,0,76508
2301156506,1,Female,55,2,58882.398,0,64301
1109021305,1,Female,55,3,19759.85,0,32324
500201204,1,Male,55,3,46909.199,2903.22,11778
2503263705,1,Female,55,1,36835.512,0,69908
3004169003,1,Male,55,4,91847.602,12774.18,81272
1161260216,1,Male,55,3,32098.801,0,33430
3200612505,1,Male,55,5,65715.242,1451.61,86865
2803056202,1,Male,55,3,30941.1,2903.22,77013
2202814202,1,Male,55,4,66354.617,0,61673
1860133311,1,Male,55,4,35319.422,9870.96,51337
2803011002,1,Male,55,1,10293.82,0,77007
460256614,1,Male,55,4,20583.92,0,11669
401330512,1,Female,55,5,65498.879,0,10983
1404038706,1,Male,55,1,91243.539,0,39141
2201288502,1,Male,55,5,47078.781,5806.4502,60662
2202334906,1,Male,55,6,82306.43,232.25,61193
1960339022,1,Male,55,1,30294.52,0,54692
1960216818,1,Male,55,6,45071.77,0,54433
2200830603,1,Male,55,4,134729.17,19500,60408
2503258201,1,Female,55,2,67922.703,0,69900
102174407,1,Male,55,4,99779.008,7258.0601,1386
1800195806,1,Male,55,5,35729.5,720,49794
919764503,1,Female,55,1,68372.531,0,27400
601106306,1,Male,55,2,77576.07,0,16821
260267012,1,Male,55,3,38125.77,0,6176
1960158321,1,Male,55,6,101886.02,3483.8701,54343
1860324816,1,Male,55,5,27367.83,0,51545
2601704901,1,Male,55,3,24698.24,0,72299
2200761603,1,Male,55,7,90840.109,1314,60350
3200262006,1,Female,55,2,33679.762,0,86661
2203007814,1,Male,55,2,32155.551,0,61777
2660132810,1,Male,55,1,9642.7998,0,73821
1360401417,1,Female,55,4,42601.648,4006.4399,37960
1102981904,1,Male,55,4,65111.07,0,31354
2100816501,1,Male,55,3,128562.38,0,57952
2106002205,1,Male,55,6,55729.148,0,58761
2107792004,1,Male,55,5,52414.309,0,59251
2901562001,1,Male,55,6,45029.809,5370.96,79925
260301708,1,Male,55,4,56128.789,0,6318
2503494703,1,Female,55,1,20554.9,0,70022
2760887715,1,Male,55,5,121204.87,0,76341
260109804,1,Male,55,4,171344.22,0,5414
2760775308,1,Male,55,2,31652.82,0,76254
260348401,1,Male,55,4,42163.039,0,6544
2901495503,1,Male,55,5,36377.879,1509.67,79888
807296906,1,Male,55,1,57733.238,0,23308
1909532406,1,Male,55,11,59684.09,0,53294
1160884513,1,Female,55,2,17088,0,33093
2805521906,1,Male,55,4,164552.94,0,77496
560357301,1,Male,55,5,30991.91,0,15395
500146704,1,Male,55,5,45663.91,0,11760
1104870701,1,Male,55,2,43077.02,0,31598
1102691704,1,Male,55,3,60083.57,0,31278
203179904,1,Male,55,3,33336.301,0,3320
3002320701,1,Male,55,6,92953.141,0,81111
860731417,1,Male,55,2,4634.1099,0,25096
2900487901,1,Male,55,9,23107.449,580.64001,79112
2504297306,1,Female,55,7,125040.62,609.66998,70572
1903568904,1,Male,55,1,21327.641,0,52436
401420819,1,Female,55,1,18301.789,0,11096
802085704,1,Male,55,6,83797.344,3000,21691
2460733806,1,Female,55,5,5776.71,1326,68019
2605993609,1,Male,55,3,19032.76,2400,73390
3103556920,1,Male,55,2,8035.9399,0,85069
3160473202,1,Female,55,4,23288.949,0,86337
1106525002,1,Male,55,3,29104.811,0,31868
760590902,1,Female,55,7,25489.17,609.66998,20296
2461048415,1,Male,55,6,4555.6201,0,68373
2060965012,1,Female,55,1,15484.4,0,57011
201729903,1,Male,55,3,34845,0,3019
3061292817,1,Male,55,7,95888.273,1200,82650
660079714,1,Male,55,4,33932.27,0,18551
2100748706,1,Female,55,1,16819.66,0,57947
3101616801,1,Male,55,3,77606.531,5700,84157
1502057504,1,Male,55,4,35738.602,0,41647
3101431302,1,Female,55,4,33624.359,0,84072
101656603,1,Male,55,6,113262.26,0,1070
2504892721,1,Male,55,2,23104.91,0,71017
2403189602,1,Male,55,9,44881.93,5400,66872
204369202,1,Male,55,2,217296.56,0,3592
3061997602,1,Female,55,5,4143.3301,0,82884
2606264520,1,Male,55,3,79387.422,0,73490
300223205,1,Male,55,4,53813.48,0,7060
460214313,1,Female,55,1,17252.76,0,11640
1260094022,1,Female,55,3,15358.68,0,35313
1101982805,1,Female,55,3,144590.16,0,31191
1000115503,1,Male,55,2,18995.09,0,28234
1107408016,1,Male,55,5,39106.398,0,32023
3061095809,1,Female,55,2,19859.689,0,82534
660107905,1,Male,55,4,34940.379,1704.17,18833
1516313501,1,Male,55,3,37797.309,0,42612
3002722202,1,Male,55,2,151318.64,0,81131
601455909,1,Male,55,3,54279.262,0,17432
2000658905,1,Female,55,5,135058.03,0,55390
1661552703,1,Female,55,2,15925.08,0,47006
3160179705,1,Female,55,2,30713.029,0,85754
1560271409,1,Male,55,2,25188.17,0,43730
2700352403,1,Female,55,3,21301.619,0,74466
1960423524,1,Female,55,4,36995.59,4645.1499,55052
2105279023,1,Male,55,11,78346.063,3483.8601,58618
916363001,1,Male,55,3,103222.79,0,27108
3009289801,1,Male,55,4,93158.008,0,81986
3060362010,1,Female,55,4,17992.449,0,82232
601136005,1,Male,55,5,57767.059,0,16861
1508172306,1,Male,55,9,57378.129,1451.61,42098
1200879905,1,Female,55,4,39128.672,929.02002,34175
2960212204,1,Female,55,2,83232.742,0,80777
401296417,1,Female,55,1,25021.93,0,10921
3200939004,1,Male,55,2,22002.67,0,87029
2760147518,1,Female,55,3,29760.43,0,75655
904749802,1,Male,55,2,10573.77,0,26023
2200872306,1,Male,55,3,23392.01,0,60438
2860393514,1,Male,55,3,11617.12,1016.12,78587
3100962504,1,Male,55,5,40702.039,0,83891
1700973304,1,Male,55,2,27931.539,0,47486
912694503,1,Female,55,4,19683.539,0,26771
504191906,1,Male,55,2,32561.881,0,13505
3061131624,1,Male,55,2,14641.68,0,82579
2106039418,1,Female,55,3,71933.289,0,58790
3201817313,1,Male,55,3,38506.5,0,87564
1525015412,1,Male,55,3,28337.76,0,43212
2700454303,1,Female,55,2,11670.63,0,74521
400771601,1,Male,55,2,26557.369,0,10270
300331302,1,Male,55,3,73720.219,0,7204
2807504705,1,Male,55,4,206803.23,30750,77935
2201467003,1,Male,55,2,54135.68,0,60754
1561525513,1,Male,55,8,57849.922,0,44574
1203117407,1,Male,55,5,10827.12,1451.61,34692
3009666603,1,Female,55,5,54172.102,0,82046
2201620004,1,Female,55,1,50884.199,0,60837
200492504,1,Male,55,2,32953.172,0,2772
2161941213,1,Male,55,5,302866.28,0,59941
808940005,1,Female,55,2,8709.6699,0,23803
3101273902,1,Male,55,4,62411.398,0,84014
2501941204,1,Female,55,4,36154.691,0,69328
2201915501,1,Male,55,6,81372.93,870.96002,60964
2701944814,1,Male,55,3,25565.17,0,75348
1408544903,1,Female,55,3,40665.648,0,39773
1760059902,1,Male,55,7,19790.92,0,49077
760222310,1,Male,55,3,97600.672,0,20101
1524172308,1,Male,55,5,35886.91,0,43106
2260229522,1,Male,55,6,121032.96,0,62519
2803923906,1,Male,55,2,59416.711,0,77184
1002336605,1,Male,55,1,17059.189,0,29194
801262702,1,Male,55,3,80636.063,0,21402
504012502,1,Female,55,3,52557.629,0,13434
1000669704,1,Male,55,6,165786.81,2100,28495
360035803,1,Female,55,5,86232,1470,8910
1860003616,1,Male,55,3,18140.141,0,51139
2002764201,1,Male,55,1,17480.76,0,55928
3060665204,1,Female,55,6,24560.07,435.48001,82354
1360780419,1,Female,55,9,41486.441,0,38273
1909626203,1,Male,55,8,78659.008,0,53309
2560646011,1,Female,55,4,23446.68,0,71664
204369205,1,Male,55,1,22652.48,0,3595
2061617507,1,Female,55,2,22344.18,0,57380
301197801,2,Male,55,2,25109.77,0,8292
2701681906,1,Female,55,1,12303.93,0,75092
1160127323,1,Female,55,3,79880.859,0,32399
301059917,1,Female,55,2,21133.58,0,8073
2300968802,1,Male,55,3,55819.629,0,64198
2401299306,1,Male,55,4,137011.7,0,66284
2600747704,1,Female,55,3,64914.98,0,72107
1517651906,1,Male,55,3,92331.742,0,42687
2900400904,1,Female,55,3,81181.398,0,79049
1960280217,1,Male,55,4,42216.762,0,54564
3201523011,1,Male,56,3,13584.8,0,87388
3007010010,1,Female,56,4,115738.47,5806.4502,81601
300545303,1,Male,56,3,64173.898,0,7443
912441902,1,Male,56,4,40029.379,0,26739
800574605,1,Female,56,8,23588.84,0,21209
904071904,1,Male,56,1,44258.398,0,25983
1060138702,1,Male,56,3,34127.199,0,29965
3102651801,1,Female,56,1,18146.26,0,84488
803623901,1,Male,56,2,24482.529,0,22083
1801616017,1,Male,56,3,17385.369,0,50819
501453901,1,Female,56,5,44383.379,0,12328
2301656302,1,Female,56,2,61841.051,0,64578
702871516,1,Male,56,4,6779.3101,0,19457
1900354904,1,Male,56,5,61502.609,17419.35,51818
1204310302,1,Female,56,4,18842.869,0,35105
2260051423,1,Male,56,5,33557.48,0,61863
1003110307,1,Male,56,6,55016.68,0,29466
2202786610,1,Female,56,3,454461.34,0,61660
1909681503,1,Male,56,12,110345.59,479.03,53318
803575305,1,Male,56,4,185885.81,0,22070
1561021614,1,Male,56,5,44065.559,11250,44237
1561421605,1,Male,56,2,9978.7695,0,44494
3063475423,1,Male,56,2,7087.1299,0,83497
208116223,1,Female,56,3,21031.279,0,4607
1560987517,1,Male,56,3,26968.43,0,44202
2660021417,1,Male,56,4,18751.039,0,73675
505815504,1,Female,56,2,26417.15,0,14174
2901743505,1,Female,56,3,10907.47,0,80102
202553703,1,Male,56,2,40543.09,0,3260
600742803,1,Male,56,4,66205.422,0,16410
3101636303,1,Male,56,6,47119.461,0,84171
201827202,1,Female,56,4,91859.133,0,3063
2901480205,1,Female,56,6,60738.012,0,79879
1960510502,1,Female,56,1,19122,0,55194
460181717,1,Male,56,4,25258.99,6000,11568
2062534824,1,Male,56,6,80435.5,1200,57751
2061255219,1,Male,56,2,44555.141,0,57149
2801458002,1,Male,56,4,53160.371,6822.5698,76749
2901417801,1,Female,56,3,27538.971,0,79853
1406386606,1,Male,56,3,27519.881,0,39481
160114410,1,Male,56,3,139064.56,0,2124
1161521603,1,Male,56,3,15651.13,0,33767
900576005,1,Female,56,4,113927.92,49354.828,25668
2201220502,1,Female,56,2,14872.71,0,60610
160206315,1,Female,56,5,43818.93,0,2482
1107408413,1,Male,56,5,59373.762,2612.8999,32033
2060737017,1,Male,56,3,16180,0,56890
2504641811,1,Male,56,4,111368.82,13200,70825
2460337322,1,Male,56,5,31524.051,580.64001,67538
3260594703,1,Male,56,5,36561.039,360,88743
2601151606,1,Female,56,1,20783.6,0,72195
1202257505,1,Male,56,3,80659.344,0,34493
601061805,1,Female,56,3,226377,0,16745
1161067918,1,Male,56,5,70781.047,0,33264
3005066403,1,Female,56,3,16997.641,0,81351
2901180306,1,Female,56,4,26101.551,0,79667
2960040511,1,Male,56,6,15812.25,1451.61,80522
1201810505,1,Female,56,1,21767.859,0,34419
1200460705,1,Female,56,2,18418.01,600,34088
102209502,1,Female,56,4,21638.131,0,1467
1301568310,1,Female,56,1,22771.369,0,36961
860028719,1,Male,56,2,22499.99,0,23970
301101819,1,Male,56,2,32974.59,0,8144
800733203,1,Male,56,4,273394.5,0,21244
1908384703,1,Male,56,1,12186.88,0,53062
2001221616,1,Male,56,4,29168.83,2400,55578
860048820,1,Male,56,2,40067.18,0,24006
3260702210,1,Male,56,2,41719.602,0,88839
2804420701,1,Female,56,4,30147.51,0,77253
2303027010,1,Female,56,1,49733.512,0,65296
2201764806,1,Male,56,6,85598.313,1500,60892
1602707303,1,Female,56,5,38323.48,2322.5701,45481
2603243902,1,Male,56,1,190760.86,0,72690
2104051505,1,Male,56,4,27726.859,1074.1899,58381
2260557313,1,Male,56,6,50023.09,0,63587
1525277520,1,Male,56,3,14039.61,0,43253
1361364304,1,Male,56,3,12033.29,0,38557
1700060504,1,Male,56,3,11690.19,1741.9301,47115
2760185508,1,Male,56,4,17557.67,2032.25,75734
401197007,1,Female,56,1,69114.078,0,10763
260009206,1,Male,56,2,64429.27,0,4710
260103307,1,Male,56,3,18541.18,0,5323
660051018,1,Male,56,7,77470.93,435.48001,18270
1060182407,1,Male,56,2,8121.1201,0,30135
1203005206,1,Male,56,1,29619.279,0,34636
401236619,1,Male,56,2,11367.82,0,10814
1909923518,1,Male,56,1,27979.82,0,53338
2600945305,1,Male,56,2,30888.57,0,72138
300744201,1,Female,56,2,9642.8496,0,7571
803159506,1,Female,56,1,16578.67,0,21943
808110507,1,Male,56,4,39381.43,0,23527
1860075922,1,Male,56,3,17886.391,0,51279
704031001,1,Male,56,5,50865.93,769.34998,19748
2660735607,1,Male,56,2,24934.41,0,74311
3260462023,1,Male,56,6,34211.68,0,88513
2760470322,1,Male,56,4,32626.539,0,75942
100903606,1,Male,56,3,273836.03,0,536
2807540008,1,Male,56,3,44893.941,0,77968
2360150413,1,Male,56,2,10523.98,0,65847
101063403,1,Male,56,3,97062.398,5951.6001,664
2260112301,1,Male,56,7,69964.539,8158.0498,62096
1001591204,1,Male,56,2,42599.23,0,28878
1700253203,1,Male,56,2,58165.672,0,47207
2460350714,1,Male,56,2,10691.79,0,67571
506538405,1,Female,56,4,96567.547,0,14704
1003093701,1,Male,56,6,49066.219,1650,29451
3009911821,1,Female,56,5,61531.43,180,82082
860790802,1,Male,56,6,30049.17,0,25192
1760014324,1,Male,56,2,70308.547,0,48917
3260769324,1,Female,56,3,30654.35,2554.8301,88963
3063276923,1,Male,56,1,10128.9,0,83430
1701238603,1,Male,56,2,46721.281,0,47628
2202175401,1,Male,56,5,224209.23,30341.84,61132
2400021901,1,Female,56,1,31500.16,0,65980
2200042405,1,Female,56,2,30521.73,15096.76,60019
2504559515,1,Female,56,4,38870.379,0,70769
101103706,1,Male,56,7,53016.359,0,699
2504728623,1,Female,56,7,76278.648,3000,70903
3200582201,1,Female,56,5,109323.96,0,86844
601295915,1,Male,56,2,56676,0,17051
3005533019,1,Male,56,4,34289.59,0,81402
2260097809,1,Male,56,1,18688.52,0,62052
1515982301,1,Female,56,4,169845.23,0,42589
600371904,1,Male,56,3,269534.5,0,15987
1460836917,1,Male,56,5,25528.98,1019.03,41238
3008600212,1,Male,56,3,15965.33,0,81858
260068410,1,Male,56,7,20349,0,5202
401417808,1,Male,56,2,99970.383,0,11073
160207402,1,Male,56,3,28338,522.58002,2507
260068915,1,Male,56,1,8476.1396,0,5213
2200655905,1,Female,56,2,110977.36,10741.93,60314
3103522308,1,Male,56,2,19824.23,0,85005
2900703702,1,Female,56,1,24737.689,0,79294
1760097001,1,Male,56,5,19639.039,145.16,49172
207269401,1,Male,56,7,149434.86,0,4264
500316801,1,Female,56,2,17916.061,0,11843
920715903,1,Male,56,3,37836.352,0,27494
1562146402,1,Male,56,2,19395.68,0,45023
260099501,1,Male,56,4,68081.398,0,5300
906881605,1,Male,56,4,213549.95,0,26239
2001100301,1,Female,56,4,36972.23,0,55509
2701888517,1,Female,56,5,20129.77,0,75238
2061533703,1,Male,56,5,38302.309,1800,57376
1760081707,1,Male,56,2,28543.52,0,49143
960046707,1,Male,56,5,52244.23,0,28089
505861212,1,Male,56,3,126411.53,0,14274
2302462903,1,Female,56,2,90593.25,0,64952
2560066503,1,Female,56,5,63362.852,0,71359
2401495004,1,Female,56,3,36160.449,0,66388
3060813910,1,Female,56,2,12875.55,580.64001,82393
762577623,1,Female,56,1,11209.56,0,21023
102292319,1,Male,56,3,76906.07,0,1552
1800064301,1,Female,56,2,26558.721,0,49709
1405101601,1,Male,56,2,15590.15,0,39285
2200869902,1,Male,56,4,75185.617,8419.3496,60430
260109802,1,Female,56,1,21044.58,0,5413
1101172503,1,Female,56,2,24002.1,0,31077
2460541605,1,Male,56,5,56060.969,0,67806
2504691210,1,Male,56,4,34690.012,0,70860
600838602,1,Female,56,3,56990.129,0,16516
2701654501,1,Male,56,4,63685.238,0,75075
460135310,1,Male,56,5,10422.25,0,11406
2101495502,1,Male,56,7,57819.41,0,58050
2603087902,1,Male,56,4,49503.141,0,72651
2760611809,1,Male,56,3,32909.422,0,76077
200152902,1,Male,56,2,203778.05,0,2699
805235506,1,Male,56,4,47156.871,0,22546
501925606,1,Female,56,2,100375.42,0,12514
1401070801,1,Male,56,1,12870.48,0,38842
2500758604,1,Male,56,4,30157.33,0,68814
260308209,1,Male,56,2,30631.971,0,6343
400535903,1,Male,56,5,86224.75,0,10042
703145023,1,Male,56,2,47586.441,0,19553
501977204,1,Female,56,1,132016.56,0,12534
2701045905,1,Male,56,5,56444.039,0,74794
808110205,1,Female,56,3,30706.381,0,23522
1108696922,1,Male,56,3,30620.92,0,32286
1204136301,1,Male,56,5,23303.73,0,35042
560065518,1,Male,56,8,15416.27,0,14967
2900445701,1,Female,56,6,44104.91,0,79078
2302550003,1,Male,56,1,16349.43,0,64997
2800565305,1,Male,56,3,58537.852,0,76577
2601754004,1,Female,56,4,245164.75,11612.9,72312
2460359807,1,Male,56,5,82608.141,7920,67586
2560566503,1,Male,56,3,149568.8,0,71588
1901386805,1,Female,56,2,168393.42,0,52013
804382505,1,Male,56,1,15260.85,0,22264
102049702,1,Female,56,2,20486.551,0,1292
1060626901,1,Female,56,2,12940.15,0,30852
260295611,1,Female,56,1,16352.45,0,6282
1960512903,1,Male,56,3,88905.156,0,55223
1400191005,1,Male,56,4,170717.42,0,38730
3260462910,1,Female,56,3,30243.641,0,88527
1901619704,1,Male,56,6,100327.84,0,52128
700905401,1,Male,56,6,50633.828,0,19070
703122614,1,Male,56,6,41722.109,9384,19540
3160260714,1,Male,56,3,63515.371,24150,85869
2560209909,1,Male,56,2,14597.66,0,71462
1560422510,1,Male,56,4,14235.55,470.32001,43878
806007806,1,Male,56,4,246044.59,15387,22864
206236904,1,Female,56,3,65824.32,0,3963
660005508,1,Male,56,4,47947.871,493.54001,17739
660008401,1,Male,56,4,53201.359,0,17774
1300514303,1,Male,56,3,184086.56,3774.1899,36622
2503246004,1,Male,56,3,115271.22,0,69897
1301291912,1,Male,56,3,136178.84,0,36867
260164913,1,Male,56,10,620381.44,4209.6699,5795
1561819512,1,Female,56,1,10435.12,0,44768
205377301,1,Male,56,2,40323.262,0,3784
2402549302,1,Male,56,5,102086.51,0,66650
260289018,1,Male,56,3,9392.8496,0,6245
1160237520,1,Female,56,1,42627.57,0,32524
919845801,1,Male,56,6,62079.219,420,27409
1960070804,1,Male,56,7,69172.109,0,54103
160206404,1,Female,56,3,19330.891,0,2489
260352804,1,Female,56,1,32390.15,0,6567
1411633601,1,Male,56,3,20055.73,3180,40171
400108302,1,Male,56,2,42017.859,0,9658
808990803,1,Male,56,6,48614.719,0,23882
2700435802,1,Male,56,1,76278.68,0,74508
501276006,1,Male,56,4,55975.43,13935.48,12273
506678715,1,Male,56,2,27663.91,0,14761
3100957703,1,Female,56,4,103777.07,0,83885
704519613,1,Male,56,6,12042.27,0,19940
2060013220,1,Male,56,2,13374.02,0,56273
2901373501,1,Male,56,6,75149.344,11612.9,79784
504796703,1,Male,56,3,74061.258,0,13738
560129507,1,Male,56,7,96844.953,0,15102
1301089503,1,Female,56,3,68834.383,29032.25,36775
560406320,1,Male,56,6,5273.1299,290.32001,15592
1602740005,1,Male,56,4,14170.59,0,45489
301028723,1,Female,56,5,151250.55,6300,7989
701688502,1,Male,56,6,10764.01,1887.09,19210
2900511204,1,Male,56,7,64306.398,0,79135
